"Expected credit losses on financial assets, including off balance sheet amounts The expected credit loss (ECL) allowances for loans and advances are significant in the context of the financial statements due to their magnitude and the significant level of judgement required in determining the value of the allowances. We have identified the audit of the ECL allowances as a key audit matter. We focussed on the following areas of significant judgement and estimation: - Modelled ECL provisions A significant portion of ECL is calculated on a modelled basis. The development and execution of these models requires significant management judgement, including estimation of the probability of default (PD); exposure at default (EAD) and loss given default (LGD) model parameters. We also considered the completeness and accuracy of data inputs into the models. - Estimation and application of multiple forward-looking macro- economic scenarios These scenarios are incorporated into the modelled ECL estimation based on modelled correlations to the ECL model parameters. The scenario forecasts are provided by Absa’s group economics unit. - Post model adjustments Adjustments are applied to ECL model outputs where the models are unable to fully incorporate factors which impact on the ECL. - Evaluation of significant increases in credit risk (SICR) Absa assesses SICR based on the current risk of default of an account relative to its risk of default at origination. This is assessed utilising these key measures: - Relative PD movements - Qualitative indicators of heightened customer default risk - Individual exposure early watch list classifications (wholesale portfolios) Our audit testing included the following procedures in addressing the key audit matter. We evaluated the IFRS 9 accounting policies, and the appropriateness of the disclosures for credit risk and ECL methodologies applied, and compared these to the requirements of IFRS 9: Financial Instruments. We obtained an understanding of management’s process over credit origination, credit monitoring and credit remediation and tested the relevant controls identified within these processes. - Modelled ECL provisions With the assistance of our credit risk quantitative specialists, we assessed the design and implementation of the ECL models, including assessing the significant assumptions applied with reference to the requirements of IFRS 9. We assessed the appropriateness of the models through reperformance and testing of management’s monitoring and validation controls. We also traced a sample of data inputs back to source. - Estimation and application of multiple forward-looking macro- economic scenarios With assistance from our economics specialists, we assessed the appropriateness of the macro-economic forecasts by benchmarking these against external evidence and economic data. Through our model reperformance, we tested the incorporation of the forecasts into the models. We performed sensitivity analyses on the forecasts to assess the reasonability impact of the scenarios on the modelled ECL. - Post model adjustments We assessed the data, assumptions and judgements applied by management when estimating the post model adjustments. We recalculated a sample of post-model adjustments.","Expected credit losses on financial assets, including off balance sheet amounts The expected credit loss (ECL) allowances for loans and advances are significant in the context of the financial statements due to their magnitude and the significant level of judgement required in determining the value of the allowances. We have identified the audit of the ECL allowances as a key audit matter. We focussed on the following areas of significant judgement and estimation: - Modelled ECL provisions A significant portion of ECL is calculated on a modelled basis. The development and execution of these models requires significant management judgement, including estimation of the probability of default (PD); exposure at default (EAD) and loss given default (LGD) model parameters. We also considered the completeness and accuracy of data inputs into the models. - Estimation and application of multiple forward-looking macro- economic scenarios These scenarios are incorporated into the modelled ECL estimation based on modelled correlations to the ECL model parameters. The scenario forecasts are provided by Absa’s group economics unit. - Post model adjustments Adjustments are applied to ECL model outputs where the models are unable to fully incorporate factors which impact on the ECL. - Evaluation of significant increases in credit risk (SICR) Absa assesses SICR based on the current risk of default of an account relative to its risk of default at origination. This is assessed utilising these key measures: - Relative PD movements - Qualitative indicators of heightened customer default risk - Individual exposure early watch list classifications (wholesale portfolios)",,,,,,"Our audit testing included the following procedures in addressing the key audit matter. We evaluated the IFRS 9 accounting policies, and the appropriateness of the disclosures for credit risk and ECL methodologies applied, and compared these to the requirements of IFRS 9: Financial Instruments. We obtained an understanding of management’s process over credit origination, credit monitoring and credit remediation and tested the relevant controls identified within these processes. - Modelled ECL provisions With the assistance of our credit risk quantitative specialists, we assessed the design and implementation of the ECL models, including assessing the significant assumptions applied with reference to the requirements of IFRS 9. We assessed the appropriateness of the models through reperformance and testing of management’s monitoring and validation controls. We also traced a sample of data inputs back to source. - Estimation and application of multiple forward-looking macro- economic scenarios With assistance from our economics specialists, we assessed the appropriateness of the macro-economic forecasts by benchmarking these against external evidence and economic data. Through our model reperformance, we tested the incorporation of the forecasts into the models. We performed sensitivity analyses on the forecasts to assess the reasonability impact of the scenarios on the modelled ECL. - Post model adjustments We assessed the data, assumptions and judgements applied by management when estimating the post model adjustments. We recalculated a sample of post-model adjustments.",,,,,,,,
"Expected credit losses on financial assets, including off balance sheet amounts (continued) - Stage 3 ECL provisions assessed on an individual basis A significant portion of loans and advances are assessed for recoverability on an individual basis, primarily in the Corporate, Investment Bank and Business Bank portfolios. Significant judgements, estimates and assumptions are applied by management to: o Determine if the financial asset is impaired; o Evaluate the valuation and recoverability of collateral; o Determine the expected future cash flows to be collected; and Estimate the timing of the future cash flows. The disclosure associated with Credit Risk is set out in the financial statements in Note 2.14.4 on expected credit losses on financial assets, Note 3.1critical accounting judgements and key sources of estimation uncertainty, Note 40.2 on credit risk, and Notes 15, 18, 19, 20 and 21 on impairment disclosures. - Evaluation of significant increases in credit risk (SICR) We assessed the appropriateness of Absa’s SICR methodologies and calibrations and, with the assistance of our credit risk quantitative specialists, reperformed stage allocations for a sample of portfolios and individual exposures. - Stage 3 ECL provisions assessed on an individual basis We tested management’s processes and judgements used to determine whether specific exposures are credit impaired, including the completeness and reasonability of these assessments. Our procedures focused on assessing the reasonability of the estimate of the amount and timing of expected future cash flows used in measuring ECL. We performed the following for a sample of stage 3 exposures: - Where exposures are collateralised, we tested Absa’s legal right to the collateral, as well as the reasonability of the valuation of the collateral. Where management has utilised specialists, we assessed controls related to their competence and objectivity. - Where future cash flows are estimated based on a valuation of the loan counterparty’s underlying business, we tested these valuations with reference to available market information and counterparty specific information. We utilised our valuation specialists for a sample of more complex assessments.","Expected credit losses on financial assets, including off balance sheet amounts (continued) - Stage 3 ECL provisions assessed on an individual basis A significant portion of loans and advances are assessed for recoverability on an individual basis, primarily in the Corporate, Investment Bank and Business Bank portfolios. Significant judgements, estimates and assumptions are applied by management to: o Determine if the financial asset is impaired; o Evaluate the valuation and recoverability of collateral; o Determine the expected future cash flows to be collected; and Estimate the timing of the future cash flows. The disclosure associated with Credit Risk is set out in the financial statements in Note 2.14.4 on expected credit losses on financial assets, Note 3.1critical accounting judgements and key sources of estimation uncertainty, Note 40.2 on credit risk, and Notes 15, 18, 19, 20 and 21 on impairment disclosures.",,,,,,"- Evaluation of significant increases in credit risk (SICR) We assessed the appropriateness of Absa’s SICR methodologies and calibrations and, with the assistance of our credit risk quantitative specialists, reperformed stage allocations for a sample of portfolios and individual exposures. - Stage 3 ECL provisions assessed on an individual basis We tested management’s processes and judgements used to determine whether specific exposures are credit impaired, including the completeness and reasonability of these assessments. Our procedures focused on assessing the reasonability of the estimate of the amount and timing of expected future cash flows used in measuring ECL. We performed the following for a sample of stage 3 exposures: - Where exposures are collateralised, we tested Absa’s legal right to the collateral, as well as the reasonability of the valuation of the collateral. Where management has utilised specialists, we assessed controls related to their competence and objectivity. - Where future cash flows are estimated based on a valuation of the loan counterparty’s underlying business, we tested these valuations with reference to available market information and counterparty specific information. We utilised our valuation specialists for a sample of more complex assessments.",,,,,,,,
2020 Shs’million,2020 Shs’million,,,,,,,,,,,,,,
18 260,18 260,,,,,,,,,,,,,,
5 648,5 648,,,,,,,,,,,,,,
36 375,36 375,,,,,,,,,,,,,,
2 679,2 679,,,,,,,,,,,,,,
89 682,89 682,,,,,,,,,,,,,,
2 676,2 676,,,,,,,,,,,,,,
208 855,208 855,,,,,,,,,,,,,,
7 709,7 709,,,,,,,,,,,,,,
993,993,,,,,,,,,,,,,,
47,47,,,,,,,,,,,,,,
2 809,2 809,,,,,,,,,,,,,,
414,414,,,,,,,,,,,,,,
34,34,,,,,,,,,,,,,,
3 188,3 188,,,,,,,,,,,,,,
72,72,,,,,,,,,,,,,,
379 441,379 441,,,,,,,,,,,,,,
4 076,4 076,,,,,,,,,,,,,,
1 171,1 171,,,,,,,,,,,,,,
50 029,50 029,,,,,,,,,,,,,,
253 630,253 630,,,,,,,,,,,,,,
8 211,8 211,,,,,,,,,,,,,,
15 819,15 819,,,,,,,,,,,,,,
332 936,332 936,,,,,,,,,,,,,,
2 716,2 716,,,,,,,,,,,,,,
42 524,42 524,,,,,,,,,,,,,,
1 082,1 082,,,,,,,,,,,,,,
183,183,,,,,,,,,,,,,,
46 505,46 505,,,,,,,,,,,,,,
31 394,31 394,,,,,,,,,,,,,,
(8 113),(8 113),,,,,,,,,,,,,,
23 281,23 281,,,,,,,,,,,,,,
5 245,5 245,,,,,,,,,,,,,,
(572),(572),,,,,,,,,,,,,,
4 673,4 673,,,,,,,,,,,,,,
5 129,5 129,,,,,,,,,,,,,,
63,63,,,,,,,,,,,,,,
33 146,33 146,,,,,,,,,,,,,,
(8 585),(8 585),,,,,,,,,,,,,,
24 561,24 561,,,,,,,,,,,,,,
(10 995),(10 995),,,,,,,,,,,,,,
(1 325),(1 325),,,,,,,,,,,,,,
(5 805),(5 805),,,,,,,,,,,,,,
(1 022),(1 022),,,,,,,,,,,,,,
(314),(314),,,,,,,,,,,,,,
(19 461),(19 461),,,,,,,,,,,,,,
5 100,5 100,,,,,,,,,,,,,,
(1 355),(1 355),,,,,,,,,,,,,,
3 745,3 745,,,,,,,,,,,,,,
59,59,,,,,,,,,,,,,,
(18),(18),,,,,,,,,,,,,,
41,41,,,,,,,,,,,,,,
1 136,1 136,,,,,,,,,,,,,,
(341),(341),,,,,,,,,,,,,,
795,795,,,,,,,,,,,,,,
836,836,,,,,,,,,,,,,,
4 581,4 581,,,,,,,,,,,,,,
0.69,0.69,,,,,,,,,,,,,,
89 164,89 164,,,,,,,,,,,,,,
2 934,2 934,,,,,,,,,,,,,,
7 654,7 654,,,,,,,,,,,,,,
428,428,,,,,,,,,,,,,,
773,773,,,,,,,,,,,,,,
343,343,,,,,,,,,,,,,,
3 141,3 141,,,,,,,,,,,,,,
379 216,379 216,,,,,,,,,,,,,,
50 066,50 066,,,,,,,,,,,,,,
254 909,254 909,,,,,,,,,,,,,,
15 812,15 812,,,,,,,,,,,,,,
334 245,334 245,,,,,,,,,,,,,,
41 001,41 001,,,,,,,,,,,,,,
1 071,1 071,,,,,,,,,,,,,,
44 971,44 971,,,,,,,,,,,,,,
None 529 - 35 885 (200) None,,188,,,,,2 716,4 888,,,,,,,
None None None None,,-,,,,,-,-,,,,,,,
None 529 35 685 None,,188,,,,,2 716,4 888,,,,,,,
Profit for the year Other comprehensive loss for the year - (248) 7 456 (69) 7 456 (317),,-,,,,,-,-,,,,,,,
None (248) 7 387 None,,-,,,,,-,-,,,,,,,
None - - - - - - - (1 086) (4 888) (3) None,,,,,,,,,,,,,,,
None 281 37 095 None,,209,,,,,2 716,4 888,,,,,,,
Profit for the year Other comprehensive loss for the year - 801 4 163 41 4 163 842,,-,,,,,-,-,,,,,,,
None 801 - - - 4 204 - - 1 225 None,,-,,,,,-,-,,,,,,,
None 1 082 42 524 None,,183,,,,,2 716,-,,,,,,,
(23 267),(23 267),,,,,,,,,,,,,,
(2 239),(2 239),,,,,,,,,,,,,,
(2 225),(2 225),,,,,,,,,,,,,,
(555),(555),,,,,,,,,,,,,,
(118),(118),,,,,,,,,,,,,,
(673),(673),,,,,,,,,,,,,,
(55),(55),,,,,,,,,,,,,,
(412),(412),,,,,,,,,,,,,,
(3 663),(3 663),,,,,,,,,,,,,,
(4 130),(4 130),,,,,,,,,,,,,,
(7 028),(7 028),,,,,,,,,,,,,,
20 102,20 102,,,,,,,,,,,,,,
13 074,13 074,,,,,,,,,,,,,,
Category (as defined by IFRS 9) None Class (as determined by the Group) None Sub classes,Category (as defined by IFRS 9),,,Class (as determined by the Group),,,None,,,,,,,,
Financial assets Fair value through profit or loss (FVPL) Financial assets held for trading Investment in debt securities,Financial assets,,,Financial assets held for trading,,,Fair value through profit or loss (FVPL),,,,,,,,
None None None Derivative assets,None,,,None,,,None,,,,,,,,
None Amortised cost Loans and advances to banks None None,None,,,Loans and advances to banks,,,Amortised cost,,,,,,,,
None None Due from group companies None None,None,,,Due from group companies,,,None,,,,,,,,
None None Loans and advances to customers Loans to individuals Overdrafts,None,,,Loans and advances to customers,,,None,,,,,,,,
None None None None Credit cards,None,,,None,,,None,,,,,,,,
None None None None Term loans,None,,,None,,,None,,,,,,,,
None None None None Mortgages,None,,,None,,,None,,,,,,,,
None None None Loans to corporate entities Large corporate customers,None,,,None,,,None,,,,,,,,
None None None None SMEs,None,,,None,,,None,,,,,,,,
None None None None Others,None,,,None,,,None,,,,,,,,
None None Items in course of collection None None,None,,,Items in course of collection,,,None,,,,,,,,
None None Cash and balances with Central Bank of Kenya None None,None,,,Cash and balances with Central Bank of Kenya,,,None,,,,,,,,
None Fair value through other comprehensive income (FVOCI) Investment in debt securities,None,,,Investment in debt securities,,,Fair value through other comprehensive income (FVOCI),,,,,,,,
Financial liabilities Financial liabilities at amortised cost Deposits from banks None None,Financial liabilities,,,Deposits from banks,,,Financial liabilities at amortised cost,,,,,,,,
None None Deposits from customers Retail customers,None,,,Deposits from customers,,,None,,,,,,,,
None None None Large corporate customers,None,,,None,,,None,,,,,,,,
None None None SMEs,None,,,None,,,None,,,,,,,,
None None Borrowings None None,None,,,Borrowings,,,None,,,,,,,,
None None Due to group companies None None,None,,,Due to group companies,,,None,,,,,,,,
None None Other liabilities None None,None,,,Other liabilities,,,None,,,,,,,,
Off-balance sheet financial instruments Loan commitments None None None,Off-balance sheet financial instruments,,,None,,,Loan commitments,,,,,,,,
"None Guarantees, acceptances and other financial liabilities None None None",None,,,None,,,"Guarantees, acceptances and other financial liabilities",,,,,,,,
None Payment relief Total gross carrying amount,,,,,,,,,,,,,,,
39 629,39 629,,,,,,,,,,,,,,
19 520,19 520,,,,,,,,,,,,,,
59 149,59 149,,,,,,,,,,,,,,
36%,36%,,,,,,,,,,,,,,
16%,16%,,,,,,,,,,,,,,
9.8%,9.8%,,,,,,,,,,,,,,
1.0%,1.0%,,,,,,,,,,,,,,
2.3%,2.3%,,,,,,,,,,,,,,
0.2%,0.2%,,,,,,,,,,,,,,
8 101 378 22 545,8 971,,,8 925,,,,,,,,,,,
31 024,31 440,,,31 394,,,,,,,,,,,
(963) (6 454) (289) (139),,,,,,,,,,,,,,,
(7 845),(8 059),,,(8 113),,,,,,,,,,,
(21) (9),,,,,,,,,,,,,,,
(30),(32),,,(32),,,,,,,,,,,
(289) (831) (731) (194) (2 045) (3 623),(268),,,(266),,,,,,,,,,,
(5 698),(5 830),,,(5 805),,,,,,,,,,,
1 991,1 991,,,,,,,,,,,,,,
526,526,,,,,,,,,,,,,,
(1 925),,,,(1 765),,,None,,,,,,,,
15,,,,7,,,None,,,,,,,,
(1 910),,,,(1 758),,,(4 021),,,,,,,,
426,,,,403,,,None,,,,,,,,
(1 484),,,,(1 355),,,(3 296),,,,,,,,
(60),(60),,,,,,,,,,,,,,
(15),(15),,,,,,,,,,,,,,
(75),(75),,,,,,,,,,,,,,
3 296,1 484,,,1 355,,,,,,,,,,,
(1 234),,,,(1 198),,,None,,,,,,,,
(127),,,,(127),,,None,,,,,,,,
(1 361),,,,(1 325),,,(975),,,,,,,,
7 456 5 432,,,,,,,,,,,,,,,
1.37,0.77,,,0.69,,,,,,,,,,,
5 829,5 829,,,,,,,,,,,,,,
12 435,12 435,,,,,,,,,,,,,,
(4),(4),,,,,,,,,,,,,,
Notional Contract Amount Shs’million Carrying value assets Shs’million Carrying value liabilities Shs’million,,,,,,,,,,,,,,,
(22 658),,,,(243),,,436,,,,,,,,
(60 948),,,,(674),,,1 989,,,,,,,,
(9 774),,,,(254),,,254,,,,,,,,
(93 380),,,,(1 171),,,2 679,,,,,,,,
13 501 65 780 (60),,,,,,,,,,,,,,,
79 221,89 682,,,89 164,,,,,,,,,,,
(403) 11 958,(520),,,,,,,,,,,,,,
6 112,6 112,,,,,,,,,,,,,,
5 190,5 190,,,,,,,,,,,,,,
5,5,,,,,,,,,,,,,,
11 307,11 307,,,,,,,,,,,,,,
459 918 1 549 2 237 2 526 7 689 (2),,,,,,,,,,,,,,,
7 687,7 709,,,7 654,,,,,,,,,,,
Proportion of ownership interest and voting power held Carrying Amount None,,,,,,,,,,,,,,,
None Shs’million Shs’million,,,,,,,,,,,,,,,
Freehold buildings Right of use assets Leasehold improvements Fixtures fittings and equipment Motor vehicles Work in progress Total,,,,,,,,,,,,,,,
Shs’million Shs’million Shs’million Shs’million Shs’million Shs’million Shs’million,,,,,,,,,,,,,,,
2019 100% 100% 100% 100% 100%,,,,,,,,,,,,,,,
134,,8 417,21,3 594,13 659,,1 493,-,,,,,,,
1,,-,-,(1),-,,-,-,,,,,,,
135,,8 880,19,2 966,13 968,,1 964,4,,,,,,,
(83),,(7 594),(20),(2 711),(10 816),,(408),-,,,,,,,
(1),,(459),-,(148),(1 022),,(414),-,,,,,,,
(84),,(8 011),(18),(2 224),(11 159),,(822),-,,,,,,,
51,,869,1,742,2 809,,1 142,4,,,,,,,
Computer software,,,,Total,,,WIP,,,,,,,,
Shs’million,,,,Shs’million,,,Shs’million,,,,,,,,
5 757,,,,5 867,,,110,,,,,,,,
8,,,,120,,,112,,,,,,,,
147,,,,-,,,(147),,,,,,,,
(490),,,,(490),,,-,,,,,,,,
5 422,,,,5 497,,,75,,,,,,,,
(5 249),,,,(5 249),,,-,,,,,,,,
(324),,,,(324),,,-,,,,,,,,
490,,,,490,,,-,,,,,,,,
(5 083),,,,(5 083),,,-,,,,,,,,
339,,,,414,,,75,,,,,,,,
5 677,,,,5 787,,,110,,,,,,,,
6,,,,118,,,112,,,,,,,,
5 340,,,,5 415,,,75,,,,,,,,
(5 248),,,,(5 248),,,-,,,,,,,,
(5 072),,,,(5 072),,,-,,,,,,,,
268,,,,343,,,75,,,,,,,,
35,35,,,,,,,,,,,,,,
2020,,,,,,,2020,,,,,,,,
Number,,,,,,,Annual Salary / Pension Shs’million,,,,,,,,
3,,,,,,,16,,,,,,,,
812,,,,,,,71,,,,,,,,
1 469,,,,,,,520,,,,,,,,
4 753,4 753,,,,,,,,,,,,,,
(545),(545),,,,,,,,,,,,,,
32,32,,,,,,,,,,,,,,
571,571,,,,,,,,,,,,,,
393,393,,,,,,,,,,,,,,
5 204,5 204,,,,,,,,,,,,,,
12.90%,12.90%,,,,,,,,,,,,,,
9.00%,9.00%,,,,,,,,,,,,,,
7.00%,7.00%,,,,,,,,,,,,,,
PA (90),PA (90),,,,,,,,,,,,,,
4.00%,4.00%,,,,,,,,,,,,,,
23,23,,,,,,,,,,,,,,
(2),(2),,,,,,,,,,,,,,
21,21,,,,,,,,,,,,,,
(44),(44),,,,,,,,,,,,,,
(518),(518),,,,,,,,,,,,,,
(903),(903),,,,,,,,,,,,,,
24,24,,,,,,,,,,,,,,
161,161,,,,,,,,,,,,,,
(519),(519),,,,,,,,,,,,,,
Next valuation (expected),Next valuation (expected),,,,,,,,,,,,,,
2,2,,,,,,,,,,,,,,
31,31,,,,,,,,,,,,,,
583,583,,,,,,,,,,,,,,
18,18,,,,,,,,,,,,,,
(4 231),(4 231),,,,,,,,,,,,,,
5 206,5 206,,,,,,,,,,,,,,
975,975,,,,,,,,,,,,,,
Debt instruments Shs’ million,,Total Shs’million,,Other instruments Shs’ million,,,Equity instruments Shs’ million,,,,,,,,
1 802,,2 912,,650,,,460,,,,,,,,
(4 412),(4 412),,,,,,,,,,,,,,
(23),(23),,,,,,,,,,,,,,
(526),(526),,,,,,,,,,,,,,
545,545,,,,,,,,,,,,,,
Balance at 1 January Recognised in profit or loss Recognised in other comprehensive income Recognised in retained earnings Balance at 31 December,Balance at 1 January,,Balance at 31 December,,,,,,,,,,,,
Shs’million Shs’million Shs’million Shs’million Shs’million,Shs’million,,Shs’million,,,,,,,,,,,,
Base Discount rate -1.00% Discount rate +0.50% Inflation +0.50% PA(90) - 1 year,,Inflation +0.50%,PA(90) - 1 year,Discount rate +0.50%,,,Discount rate -1.00%,,,,,,,,
60,,64,62,57,,,67,,,,,,,,
511,,533,520,492,,,552,,,,,,,,
3 660,,3 777,3 764,3 565,,,3 865,,,,,,,,
4 231,,4 374,4 346,4 114,,,4 484,,,,,,,,
4 148,,,,4 092,,,3 214 (91),,,,,,,,
(960),,,,(951),,,None,,,,,,,,
628 2 012 168 408 242 152 5 790 1 334 3 646,,,,,,,,,,,,,,,
14 380,15 819,,,15 812,,,,,,,,,,,
Recognised in retained earnings,Balance at 1 January,,Balance at 31 December,Recognised in other comprehensive income,,,Recognised in profit or loss,,,,,,,,
Stage 1 Outstanding exposure Stage 2 Outstanding exposure Stage 3 Outstanding exposure Total Outstanding exposure,Stage 1 Outstanding exposure,,,Stage 3 Outstanding exposure,,,Stage 2 Outstanding exposure,,,,,,,,
Shs’million Shs’million Shs’million Shs’million,Shs’million,,,Shs’million,,,Shs’million,,,,,,,,
94 680,,100 666,,57,,,5 929,,,,,,,,
1 851,,-,,-,,,(1 851),,,,,,,,
(5 100),,-,,(2),,,5 102,,,,,,,,
(44 130),,(48 198),,-,,,(4 068),,,,,,,,
24 351,,45 542,,-,,,21 191,,,,,,,,
71 650,,98 010,,58,,,26 302,,,,,,,,
Stage 1 12 month ECL Stage 2 Lifetime ECL Stage 3 Lifetime ECL Total,Stage 1 12 month ECL,,,Stage 3 Lifetime ECL,,,Stage 2 Lifetime ECL,,,,,,,,
237 739,253 630,,,254 909,,,,,,,,,,,
(12),,-,,(2),,,14,,,,,,,,
(17),,(65),,-,,,(48),,,,,,,,
67,,142,,1,,,74,,,,,,,,
97,,229,,13,,,119,,,,,,,,
7 628,7 628,,,,,,,,,,,,,,
566,566,,,,,,,,,,,,,,
17,17,,,,,,,,,,,,,,
1 334,1 334,,,,,,,,,,,,,,
128,128,,,,,,,,,,,,,,
359,359,,,,,,,,,,,,,,
( 594),( 594),,,,,,,,,,,,,,
182,182,,,,,,,,,,,,,,
1 409,1 409,,,,,,,,,,,,,,
3 845,3 845,,,,,,,,,,,,,,
231,231,,,,,,,,,,,,,,
Opening balance Granted/ transferred Forfeited Exercised Closing balance,,,,,,,,,,,,,,,
346 621,,(62 524),437 773,(61 639),,,215 315,,,,,,,,
28 586,,(14 624),79 296,(1 155),,,66 489,,,,,,,,
Weighted average share price at exercise date during the reporting period (Shs),,None,Weighted average fair value of options granted during the period (Shs),Weighted average contractual life of awards outstanding (years),,,None,,,,,,,,
- 1 222 1 165 - - 2 1 1 - -,1 078,,559,2,,,,,,,,,,,
891,891,,,,,,,,,,,,,,
624,624,,,,,,,,,,,,,,
10 752 6 400 (28 466) (107) 4 201 1 070 55 393 1 56 21,,,,,,,,,,,,,,,
(5 624),(8 199),,,(8 655),,,,,,,,,,,
(448) 2 192 516 4 515 (21 178) (17 327) (1 592) 422 12 412 (14 066) (1 225) 30 331,,,,,,,,,,,,,,,
(5 448),(14 957),,,(14 612),,,,,,,,,,,
(11 072),(23 156),,,(23 267),,,,,,,,,,,
7 091 9 238 3 803,5 829,,,5 829,,,,,,,,,,,
20 132,13 129,,,13 074,,,,,,,,,,,
(4 471),(2 478),,,(2 239),,,,,,,,,,,
Fair Value through Profit/ Loss Fair Value through OCI - Debt instruments Amortised Cost - Debt instruments Amortised cost financial liabilities Total Assets and Liabilities,,,,,,,,,,,,,,,
39 054,,-,371 436,242 700,,,89 682,,,,,,,,
681,,-,32 121,22 469,,,8 971,,,,,,,,
3.9 5.1 7.00 5.4 4.5 7.5 (0.4) 7.3 9.0 3.3 5.2 8.0 2.7 3.0 6.5 5.1 2.9 7.0 6.0 5.1 7.0,1.6,,5.5,5.0,3.5,2.8,,,,,2.7,,5.9,,6.1
None None None None None None None,5.2,,5.4,5.3,6.1,5.0,,,,,4.1,,5.2,,5.3
6.2 5.7 8.9 6.4 4.9 9.2 6.2 4.8 7.5 7.1 4.2 8.0 6.6 5.1 9.3 4.1 7.5 11.4 5.4 4.8 9.2,5.5,,6.5,6.3,7.1,7.3,,,,,3.9,,4.0,,6.7
5 482,5 482,,,,,,,,,,,,,,
10 313,10 313,,,,,,,,,,,,,,
Gross Maximum Exposure DG1-9 DG 10-19 DG 20-21 DG1-9 DG 10-19 DG 20-21 DG 20 – 22,,DG 20-21,DG1-9,DG 10-19,DG 20-21,,DG1-9,DG 10-19,DG 20 – 22,,,,,,
Shs’million Shs’million Shs’million Shs’million Shs’million Shs’million Shs’million Shs’million,,Shs’million,Shs’million,Shs’million,Shs’million,,Shs’million,Shs’million,Shs’million,,,,,,
Exposure relating to on SOFP Guarantees credit insurance and credit derivatives Physical collateral Cash collateral Other Unsecured Guarantees credit insurance and credit derivatives Physical collateral Cash collateral Other Unsecured Net exposure,,,,,,,,,,,,,,,
Shs’ million Shs’ million Shs’ million Shs’ million Shs’ million Shs’ million Shs’ million Shs’ million Shs’ million Shs’ million Shs’ million Shs’ million,,,,,,,,,,,,,,,
89 799,,-,-,-,-,-,-,-,-,-,-,89 799,,,
5 816,,-,-,-,-,-,-,-,-,-,-,5 816,,,
234 753,,1,2 188,5 248,13 422,846,250,8 880,82 753,2 132,119 033,-,,,
98 033,,-,2,42,349,133,-,12,3 894,511,14 880,78 210,,,
488 214,,2 680,2 190,5 290,13 771,979,250,8 892,86 647,2 643,133 913,230 959,,,
Financial services Government Manufacturing Wholesale and retail trade Transportation and communication Agricultural Private individuals Other Total,,,,,,,,,,,,,,,
Shs’ million Shs’ million Shs’ million Shs’ million Shs’ million Shs’ million Shs’ million Shs’ million Shs’ million,,,,,,,,,,,,,,,
Stage 1,,Total,,Stage 3,,,Stage 2,,,,,,,,
963,,3 632,,1 985,,,684,,,,,,,,
(48),,-,,-,,,48,,,,,,,,
70,,-,,2,,,(72),,,,,,,,
(291),,(696),,-,,,(405),,,,,,,,
229,,"2,805",,"2,075",,,501,,,,,,,,
926,,5 741,,4 029,,,786,,,,,,,,
184 102,,205 915,,10 766,,,11 047,,,,,,,,
932,,-,,(104),,,(828),,,,,,,,
(11 784),,-,,(62),,,11 846,,,,,,,,
(1 787),,-,,3 428,,,(1 641),,,,,,,,
(93 273),,(102 432),,(4 365),,,(4 794),,,,,,,,
101 237,,124 810,,9 805,,,13 768,,,,,,,,
179 427,,225 294,,16 469,,,29 398,,,,,,,,
Stage 1 Stage 2 Stage 3 Total,Stage 1,,,Stage 3,,,Stage 2,,,,,,,,
1 448,,7 388,,4 490,,,1 450,,,,,,,,
544,,-,,(99),,,(445),,,,,,,,
(52),,-,,(48),,,100,,,,,,,,
(32),,-,,666,,,(634),,,,,,,,
(493),,(2 213),,(556),,,(1 164),,,,,,,,
1 440,,8 523,,4 366,,,2 717,,,,,,,,
2 855,,10 699,,5 820,,,2 024,,,,,,,,
19 800,19 800,,,,,,,,,,,,,,
56 814,56 814,,,,,,,,,,,,,,
21 396,21 396,,,,,,,,,,,,,,
98 010,98 010,,,,,,,,,,,,,,
Assets Shs’million Liabilities Shs’million,,,,,,,,,,,,,,,
133 695,,,,,,,(135 846),,,,,,,,
5 746,,,,,,,(5 743),,,,,,,,
47 885,,,,,,,(47 905),,,,,,,,
1 617,,,,,,,(1 615),,,,,,,,
206,,,,,,,(206),,,,,,,,
154,,,,,,,(155),,,,,,,,
1 104,,,,,,,(1 050),,,,,,,,
190 407,,,,,,,(192 520),,,,,,,,
13 369,13 369,,,,,,,,,,,,,,
575,575,,,,,,,,,,,,,,
4 789,4 789,,,,,,,,,,,,,,
162,162,,,,,,,,,,,,,,
110,110,,,,,,,,,,,,,,
(13 585),(13 585),,,,,,,,,,,,,,
(574),(574),,,,,,,,,,,,,,
(4 791),(4 791),,,,,,,,,,,,,,
(162),(162),,,,,,,,,,,,,,
(21),(21),,,,,,,,,,,,,,
(105),(105),,,,,,,,,,,,,,
(212),(212),,,,,,,,,,,,,,
64,64,,,,,,,,,,,,,,
(148),(148),,,,,,,,,,,,,,
2 155,,,,,,,(1 624),,,,,,,,
(1 448),,,,,,,372,,,,,,,,
707,,,,,,,(1 252),,,,,,,,
495,,,,,,,(877),,,,,,,,
On demand Within 1 year 1 – 5 years More than 5 years Total Total,,More than 5 years,,1 – 5 years,,,Within 1 year,,,,,,,,
Shs’million Shs’million Shs’million Shs’million Shs’million Shs’million,,Shs’million,,Shs’million,,,Shs’million,,,,,,,,
747,,-,2 960,315,,,1 898,2 676,,,,,,,
